"Table S5. LC-TOF-MS mass signatures that were significantly altered for at least one aphid feeding time point, P value < 0.05 FDR, fold change < 0.5 or > 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Con-early = controls harvested at the beginning of the experiment, Con-late = controls harvested at the end of the experiment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ion mode,m/z,Retention time,Con-early-1,Con-early-2,Con-early-3,Con-early-4,Con-early-5,Con-late-1,Con-late-2,Con-late-3,Con-late-4,Con-late-5,2h-1,2h-2,2h-3,2h-4,2h-5,4h-1,4h-2,4h-3,4h-4,4h-5,8h-1,8h-2,8h-3,8h-4,8h-5,24h-1,24h-2,24h-3,24h-4,24h-5,48h-1,48h-2,48h-3,48h-4,48h-5,96h-1,96h-2,96h-3,96h-4,96h-5
Negative,698.3672927,1223.112765,0.860,0.773,0.978,1.342,1.048,1.304,1.129,1.339,1.228,0.000,1.940,1.950,3.060,1.940,2.530,1.924,2.183,1.502,1.731,2.623,1.038,2.472,2.359,1.000,2.890,1.020,1.464,1.715,1.834,2.728,1.906,1.842,1.766,2.954,4.092,2.646,0.900,1.744,1.967,2.660
Negative,697.3632928,1169.432905,0.587,0.686,1.159,1.438,1.130,1.214,0.721,1.595,1.316,0.155,2.290,1.470,1.670,2.250,2.980,1.413,2.078,2.373,1.776,3.050,2.211,2.933,2.401,3.624,3.391,1.115,1.930,1.440,2.214,2.684,1.246,1.001,2.271,2.159,4.854,2.652,1.234,2.358,3.205,3.116
Negative,697.3635281,1223.054542,0.725,0.821,1.068,1.402,0.984,1.244,1.295,1.640,0.664,0.157,1.800,2.040,1.520,2.360,2.450,2.019,1.982,1.825,1.899,2.636,2.680,2.240,2.232,2.380,2.664,1.609,1.603,1.831,2.009,2.614,1.734,2.135,2.101,2.513,3.825,2.291,1.047,1.891,2.748,2.451
Negative,695.2086333,1591.457393,0.227,0.703,0.986,1.035,2.048,1.596,0.589,0.994,1.821,0.000,1.840,1.640,1.220,1.590,2.000,1.641,1.325,1.589,1.214,2.602,2.489,1.202,1.747,1.755,3.015,0.844,1.338,1.291,1.303,2.705,1.095,1.807,1.853,1.535,2.075,1.350,1.366,1.396,2.263,2.738
Negative,692.3277297,1570.61641,0.488,0.732,1.025,0.878,1.878,0.787,1.202,1.334,1.674,0.004,0.730,0.470,1.630,4.400,4.280,1.133,1.468,10.555,5.241,3.365,1.129,2.379,1.924,3.697,2.957,1.731,1.178,1.131,0.898,3.193,0.553,0.492,1.531,0.752,2.742,0.722,0.473,0.548,0.823,2.436
Negative,691.1860246,271.329624,0.456,1.400,0.936,1.854,0.354,1.823,1.020,0.573,1.288,0.297,3.670,1.560,1.360,1.160,6.210,0.710,1.161,0.569,1.634,1.219,1.710,4.386,3.651,1.313,3.337,0.289,0.911,1.702,0.929,1.640,0.454,2.937,0.223,2.746,2.403,1.386,1.296,0.948,2.605,1.206
Negative,687.0702773,503.0387873,1.010,0.916,0.596,0.943,1.535,0.770,2.220,0.252,1.208,0.550,1.830,2.070,0.390,1.930,2.180,0.808,2.084,1.062,1.453,3.030,2.273,3.003,1.809,3.655,3.876,1.240,1.527,0.499,1.292,2.232,1.232,2.077,1.244,2.789,4.718,2.273,1.630,0.500,2.361,1.664
Negative,685.1729141,289.8813919,0.176,0.895,0.760,1.254,1.914,0.783,1.378,2.069,0.604,0.166,0.490,0.200,0.820,0.320,0.380,0.273,0.007,0.178,0.000,0.062,0.466,0.719,0.257,0.219,0.161,0.610,0.362,0.330,1.570,0.333,0.242,0.552,1.111,0.047,0.075,1.082,0.558,0.455,1.042,1.492
Negative,681.1651827,273.2024045,0.161,1.201,0.892,2.091,0.655,1.018,1.178,0.000,1.976,0.828,2.700,2.650,2.520,2.070,3.820,1.073,1.456,0.705,1.468,2.201,4.007,4.203,1.507,2.631,3.820,0.562,0.828,0.493,2.402,1.876,0.612,1.593,0.621,3.023,3.511,1.992,0.523,0.327,3.760,1.968
Negative,678.2235392,327.905135,0.175,0.594,1.244,1.757,1.230,1.556,1.057,0.927,1.461,0.000,1.680,1.270,1.430,2.780,1.850,1.994,1.358,2.635,1.486,1.917,2.579,3.095,2.208,3.281,2.089,2.150,1.113,0.963,2.541,1.892,0.593,1.629,1.952,2.281,3.494,2.116,1.359,1.313,3.102,2.365
Negative,677.3992066,1203.548779,0.717,1.324,1.266,0.945,0.747,1.362,1.694,1.825,0.072,0.046,1.420,1.230,1.320,0.090,0.650,2.859,1.717,2.551,0.761,1.300,2.387,2.746,2.637,1.179,1.402,1.875,1.711,1.469,2.908,1.149,1.334,1.815,2.459,0.789,2.415,3.020,1.176,2.059,2.460,1.098
Negative,677.2277803,192.6765503,0.363,0.781,1.235,1.909,0.712,1.734,1.130,0.752,1.384,0.000,1.540,1.480,0.690,2.010,2.690,1.416,1.338,0.946,1.625,2.722,1.855,2.987,2.101,2.869,3.487,0.753,1.062,1.292,1.742,1.728,0.944,2.237,1.521,1.580,4.295,1.773,1.167,1.354,3.538,1.840
Negative,675.3718491,1495.759575,0.327,4.448,0.000,0.000,0.226,1.358,3.306,0.120,0.000,0.217,2.810,7.210,0.000,0.620,7.350,4.125,15.654,0.052,0.000,20.305,3.431,4.450,0.000,0.106,4.118,4.285,10.048,0.000,6.978,25.556,1.495,4.787,0.000,0.000,12.879,5.051,3.259,3.751,1.709,2.829
Negative,673.3020855,1448.93578,0.839,1.720,1.412,0.581,0.448,1.549,1.928,0.593,0.800,0.131,2.040,2.520,2.370,2.680,1.490,1.933,1.663,0.946,1.694,1.816,0.839,2.728,2.162,0.580,1.286,0.798,1.136,0.984,2.520,1.628,0.482,2.420,1.566,2.459,1.376,3.048,1.006,2.140,3.047,1.214
Negative,655.171512,327.8114914,0.166,0.607,1.052,2.148,1.027,1.179,0.913,1.303,1.605,0.000,2.350,0.760,1.080,1.180,3.510,1.284,1.060,1.566,1.234,1.838,2.164,1.917,1.318,1.873,2.841,1.043,0.985,1.387,1.270,1.448,1.109,1.733,1.186,1.364,2.551,1.190,1.398,1.660,2.629,1.472
Negative,648.8523433,60.76472596,0.911,0.794,1.624,1.086,0.586,1.535,1.573,1.163,0.692,0.037,1.570,1.640,0.850,1.720,1.870,2.038,2.270,0.759,2.136,2.394,1.130,2.990,2.432,2.125,1.724,1.390,1.188,1.530,1.852,1.323,1.313,2.288,1.578,1.549,2.160,1.957,1.499,1.451,1.641,1.137
Negative,646.8545683,60.76472596,1.054,1.061,0.938,1.461,0.485,1.531,1.862,0.727,0.880,0.000,1.730,1.840,0.910,1.150,2.070,2.013,1.747,0.976,1.041,2.740,1.896,2.995,1.809,2.241,1.818,1.326,1.335,1.713,1.102,1.132,1.704,2.206,1.856,1.771,2.500,1.775,0.867,1.290,2.154,1.215
Negative,276.2051195,1203.816474,0.587,0.883,1.445,1.253,0.832,0.761,1.257,1.204,1.546,0.232,1.860,2.110,1.100,3.010,1.940,1.373,1.425,3.778,1.665,2.399,2.195,1.746,2.352,2.269,2.438,1.378,1.218,1.609,1.687,2.229,0.934,1.757,1.779,1.510,3.050,1.594,0.995,2.679,2.148,1.479
Negative,275.9593145,61.19525464,0.985,0.914,0.980,1.450,0.670,1.419,1.840,0.799,0.885,0.058,2.110,1.990,1.540,1.610,2.200,1.572,1.848,1.288,0.998,1.998,1.648,3.092,2.321,1.846,1.916,1.641,1.610,1.687,1.872,1.691,1.360,2.865,1.904,2.657,2.582,1.843,1.297,1.752,2.550,1.364
Negative,643.2934435,933.8765046,0.519,1.213,1.652,0.788,0.827,1.358,1.543,1.488,0.497,0.115,2.810,2.620,2.330,2.080,1.550,1.467,2.463,2.520,1.748,2.212,2.780,3.705,3.090,2.307,3.056,2.172,1.593,2.299,2.554,1.993,2.188,2.162,2.780,2.834,3.786,2.908,1.301,1.597,3.643,2.511
Negative,643.221386,407.9596753,0.562,1.106,1.055,0.976,1.301,1.061,1.217,1.192,1.425,0.106,1.510,1.540,1.820,2.940,8.610,1.350,1.660,1.205,1.793,1.694,2.368,2.800,2.002,3.271,2.976,1.698,1.266,0.755,1.662,1.926,0.225,1.725,1.202,0.685,5.701,1.268,1.011,1.406,1.445,1.206
Negative,640.1491095,346.206118,0.350,1.203,1.133,0.892,1.422,1.436,1.404,0.613,1.204,0.342,1.190,1.260,0.990,1.220,1.890,1.261,0.584,0.365,0.522,0.617,1.613,3.100,1.242,2.765,3.121,1.251,0.961,0.841,1.038,1.972,0.736,0.786,0.569,0.995,3.461,1.783,1.429,0.585,1.524,1.337
Negative,638.397332,1576.850823,0.671,0.552,1.280,1.209,1.288,0.762,1.732,0.942,1.499,0.065,1.750,2.370,2.590,5.700,4.270,2.102,4.340,9.328,4.367,6.597,1.318,3.242,7.296,10.989,4.625,2.522,1.957,2.082,2.773,4.637,0.766,1.556,4.458,2.449,9.470,3.076,1.007,1.761,2.079,3.655
Negative,275.2003556,1550.83548,0.459,0.612,0.585,2.004,1.341,0.547,0.702,1.744,1.997,0.011,1.460,1.190,1.240,1.480,2.330,0.846,1.831,1.292,1.383,1.413,1.797,1.697,1.956,3.290,3.270,0.614,1.650,1.122,1.186,2.125,0.783,1.289,1.753,1.469,4.074,1.160,1.262,1.349,2.334,3.188
Negative,637.3941199,1576.884672,0.600,0.767,1.398,1.046,1.189,0.789,1.674,1.090,1.300,0.147,1.750,2.390,2.340,5.470,4.010,2.037,3.623,7.529,3.905,4.854,1.741,3.157,5.491,9.670,4.147,2.183,1.884,1.692,2.692,4.342,1.553,1.746,4.074,2.157,8.353,3.025,0.657,1.641,2.094,3.128
Negative,632.8612959,60.66655029,0.000,0.672,1.180,2.738,0.411,0.000,0.000,4.962,0.000,0.038,3.160,2.560,3.160,0.800,3.900,1.723,3.131,2.077,3.438,4.135,3.272,7.048,3.353,4.965,1.853,1.467,0.441,3.177,1.572,1.303,2.761,3.720,4.256,1.007,4.564,2.388,1.487,2.079,3.880,0.779
Negative,631.3045459,1123.902419,0.891,1.205,0.981,1.282,0.641,1.484,1.102,1.310,1.022,0.082,1.810,1.430,1.940,1.800,1.300,2.188,1.923,2.438,2.074,1.741,2.056,1.840,1.745,1.537,1.599,1.756,0.990,1.668,1.739,0.913,1.512,2.448,1.930,1.684,1.629,2.094,1.376,1.990,2.872,1.295
Negative,630.876885,60.60083287,0.369,0.765,0.996,2.470,0.400,1.704,1.302,0.334,1.593,0.067,3.220,2.310,1.610,0.870,4.060,3.356,3.734,3.348,3.151,3.202,3.606,5.989,6.400,4.651,2.650,2.781,1.281,1.471,1.472,1.532,3.063,5.185,4.456,1.026,3.984,5.446,2.192,1.042,4.005,1.764
Negative,630.3169231,1349.659847,0.867,1.169,1.246,1.033,0.684,1.780,1.530,0.952,0.724,0.014,1.730,3.110,1.850,2.210,1.650,1.455,0.878,1.055,0.830,1.279,1.776,2.287,2.075,1.441,0.938,1.138,0.960,1.547,1.498,2.402,1.023,2.217,2.135,1.074,2.122,2.202,1.344,2.040,1.489,1.188
Negative,629.3145223,1349.410025,0.745,1.869,0.777,0.976,0.633,1.812,1.626,0.901,0.330,0.331,1.450,2.850,2.620,2.730,1.370,1.266,1.855,1.607,0.797,1.612,2.241,2.823,2.395,2.013,1.431,0.871,1.339,1.876,1.752,1.659,1.126,2.128,2.455,1.907,2.218,2.624,1.577,1.757,1.945,0.806
Positive,491.2787201,1277.59938,0.000,0.000,0.000,1.287,3.713,1.504,0.372,3.124,0.000,0.000,0.350,3.390,2.740,0.560,0.010,0.000,0.000,0.588,4.037,5.316,0.000,0.660,0.000,0.000,0.000,8.017,0.000,0.000,2.328,0.076,0.339,0.000,0.292,2.560,0.400,0.004,1.485,4.463,0.221,0.579
Positive,490.263688,1317.673403,0.290,0.941,1.718,1.291,0.761,1.238,0.871,1.533,1.016,0.343,1.450,2.340,3.080,3.170,1.910,1.410,2.000,1.652,0.891,2.091,1.337,3.541,1.621,1.836,1.677,1.149,1.607,2.239,1.585,2.216,0.141,1.935,1.309,1.402,2.305,1.334,1.482,2.246,2.843,1.443
Positive,489.2602625,1318.479636,0.581,1.206,1.701,0.863,0.649,1.333,1.516,1.569,0.374,0.208,0.620,2.110,2.010,2.120,1.390,1.031,1.278,1.969,1.316,2.613,2.791,2.903,2.264,0.650,1.213,1.159,1.623,1.850,2.153,1.567,0.364,0.970,1.350,2.151,3.021,2.486,1.038,2.389,2.811,1.967
Positive,483.2180339,584.6715839,0.816,1.010,0.973,1.218,0.983,1.211,1.437,1.033,1.045,0.274,2.110,1.400,1.330,2.340,3.470,2.347,1.066,1.802,2.506,2.266,3.428,3.524,2.839,1.996,2.660,0.718,1.336,1.902,0.913,1.776,0.578,1.254,2.684,1.223,4.635,3.044,2.189,2.243,5.336,2.699
Positive,481.2033474,557.6418603,0.337,1.159,1.357,0.990,1.158,1.184,1.375,0.969,1.067,0.406,1.690,1.920,2.090,1.980,2.300,2.823,2.807,1.899,1.718,2.863,2.115,2.276,2.167,2.065,1.226,2.065,2.139,2.165,2.212,2.263,0.792,1.851,2.674,2.111,2.981,2.074,1.601,1.661,2.951,1.456
Positive,477.279608,1152.562511,0.591,1.315,1.414,1.019,0.661,0.822,1.390,1.809,0.811,0.168,1.450,1.910,1.490,2.100,1.810,1.450,2.288,2.824,2.021,2.749,2.566,2.170,1.367,1.837,2.332,1.370,1.466,1.882,1.909,1.881,0.541,1.186,2.117,1.184,4.675,3.010,1.401,1.184,1.253,1.740
Positive,476.2757105,1152.499563,0.357,1.303,1.094,1.277,0.969,1.145,1.142,1.758,0.785,0.171,1.720,1.590,1.780,2.380,1.340,1.463,1.661,3.131,1.990,2.368,2.137,2.297,2.005,1.768,1.505,1.603,1.582,1.748,1.820,1.700,0.484,1.458,2.188,0.949,3.230,2.228,1.318,1.416,2.316,1.532
Positive,476.2495141,496.0155778,1.091,1.329,1.303,0.315,0.962,1.059,1.452,1.358,0.708,0.423,1.780,2.930,2.450,2.700,2.700,4.428,3.928,2.114,2.113,3.792,2.380,2.597,2.212,2.084,2.022,3.143,2.417,1.858,2.099,2.127,0.448,2.802,3.109,2.352,3.023,4.202,1.778,1.885,3.276,1.169
Positive,468.9798394,90.39897313,1.206,1.443,1.290,0.005,1.056,1.723,1.405,1.426,0.445,0.000,0.550,2.310,1.750,2.750,1.570,3.046,3.390,2.706,1.551,2.868,3.054,3.903,2.336,1.689,2.048,2.701,1.736,2.395,2.621,2.011,0.000,2.429,2.552,1.859,4.968,4.402,1.415,1.718,1.238,2.619
Positive,463.8999797,60.22920863,1.436,1.113,1.080,0.684,0.687,1.069,1.471,1.302,1.153,0.005,1.270,1.650,1.090,1.400,1.670,2.331,2.087,2.132,1.677,2.152,1.347,1.524,2.166,1.139,1.608,1.484,1.496,1.368,1.998,1.661,0.271,1.640,1.690,1.974,2.928,3.211,0.997,1.536,2.204,1.226
Positive,463.1224782,560.4767478,1.202,1.001,1.335,0.698,0.764,0.944,1.817,1.231,0.675,0.333,1.240,1.900,1.250,1.810,1.460,1.552,0.753,0.902,1.268,1.796,2.441,1.973,1.712,1.908,2.220,0.965,1.461,1.681,1.298,1.349,0.619,1.270,1.802,1.832,2.226,2.640,1.189,1.466,2.063,1.105
Positive,461.2364584,585.0555915,0.918,0.572,1.062,1.704,0.743,1.247,0.807,1.066,1.603,0.278,1.660,1.920,1.980,1.330,3.340,2.530,1.766,2.451,1.858,1.614,2.823,2.273,1.847,2.200,2.538,1.699,2.474,2.100,2.421,2.139,0.683,2.233,2.531,1.060,2.619,1.144,1.499,2.023,4.893,1.269
Positive,460.2248488,557.612428,0.832,1.005,1.446,0.953,0.764,1.482,1.358,0.797,1.047,0.315,1.290,2.210,1.620,1.720,2.300,2.094,2.073,1.805,1.388,2.336,1.990,2.960,2.108,2.067,2.199,1.610,1.376,1.612,2.156,1.490,0.693,1.300,2.602,1.879,3.042,3.022,1.375,1.057,1.469,1.472
Positive,459.2215283,557.6113873,0.938,1.112,1.368,0.837,0.745,1.071,1.312,1.226,1.107,0.284,1.400,2.020,1.830,1.690,1.910,2.135,2.329,1.782,1.422,2.223,1.996,2.383,2.049,1.668,1.933,1.783,1.484,1.693,1.757,1.802,0.690,1.815,2.293,1.682,2.805,2.614,1.281,1.456,2.458,1.287
Positive,457.2057495,538.5229492,1.163,1.163,1.035,0.834,0.805,0.970,1.569,1.093,0.836,0.533,1.350,3.240,2.250,2.660,1.880,3.147,3.072,2.427,2.041,3.563,2.085,3.563,3.079,2.375,2.327,2.583,1.983,1.930,2.952,2.906,0.508,2.994,2.996,2.359,3.660,4.395,1.509,1.153,4.686,1.875
Positive,455.402699,59.38187773,0.543,0.818,1.664,1.313,0.663,0.927,0.745,2.158,1.075,0.095,0.910,2.310,1.760,1.730,1.270,1.167,2.022,1.680,0.883,1.593,2.204,2.631,2.314,2.491,1.574,0.930,0.706,2.156,1.057,1.460,0.403,1.428,1.775,1.987,2.358,1.410,1.346,1.861,1.624,1.117
Positive,153.1271732,396.5350661,1.159,1.026,1.592,0.645,0.577,1.135,1.495,1.306,1.022,0.042,1.300,2.310,2.790,4.610,2.540,2.794,3.253,7.905,3.238,2.707,2.346,3.136,4.879,3.883,1.708,2.191,2.491,1.973,2.814,2.514,0.513,1.968,3.780,1.674,4.841,3.543,1.298,2.144,2.642,1.244
Positive,443.2259556,584.7307842,0.603,0.769,0.930,1.129,1.569,0.303,1.007,1.402,1.628,0.660,1.350,1.470,2.200,2.420,4.310,1.696,2.901,2.031,2.309,1.654,2.624,2.524,2.960,2.030,2.951,0.653,1.435,2.576,1.335,1.844,0.328,2.129,2.667,0.277,4.074,2.603,1.418,1.861,7.267,2.219
Positive,439.1561027,314.6566853,1.157,0.564,1.610,0.914,0.756,1.122,1.335,1.534,0.860,0.149,1.170,3.180,2.370,2.380,2.200,2.896,3.343,2.803,2.292,3.465,2.305,2.114,2.274,2.553,2.223,2.011,1.972,1.664,2.263,3.518,1.065,1.753,3.000,2.842,4.419,4.202,1.013,1.738,4.435,1.424
Positive,436.2156043,476.5128489,1.326,1.086,1.100,0.803,0.686,1.305,1.210,1.011,1.162,0.313,1.510,1.690,1.160,4.260,1.500,2.440,2.025,2.923,1.608,2.076,3.010,2.618,2.612,1.922,1.887,2.623,1.376,1.630,1.066,1.491,0.753,1.688,2.483,1.951,2.413,3.289,0.692,1.550,1.392,0.988
Positive,436.179091,77.58881242,0.668,0.979,1.686,0.915,0.752,1.220,1.330,1.513,0.686,0.250,1.460,1.670,2.320,2.810,0.970,0.522,2.017,2.252,1.284,2.237,2.672,2.073,1.723,2.549,1.619,1.305,1.371,1.671,1.218,1.043,0.700,2.164,2.096,3.625,1.770,1.988,0.908,2.067,1.005,1.749
Positive,434.2007597,314.5193395,1.197,0.959,1.226,0.705,0.912,1.035,1.569,1.411,0.753,0.232,1.410,2.720,2.330,2.210,2.140,2.776,3.317,2.205,1.724,2.944,2.372,2.302,1.932,1.830,1.667,2.209,1.839,1.560,2.047,2.024,0.704,2.135,2.741,2.063,3.221,4.940,1.060,1.678,3.915,1.493
Positive,434.2013108,342.6538849,1.728,0.674,1.407,0.552,0.638,1.173,1.443,1.021,0.803,0.561,1.330,2.130,1.090,1.840,2.540,3.459,3.193,2.236,2.011,1.825,2.728,2.644,1.023,1.594,1.687,1.867,2.018,1.818,1.145,1.068,1.081,1.754,1.984,2.013,2.737,2.703,1.374,1.643,2.240,1.184
Positive,427.910613,59.61616535,0.774,1.071,1.132,0.717,1.306,1.403,1.163,1.153,1.264,0.016,1.410,1.510,1.860,1.620,1.710,3.075,1.597,2.990,1.251,1.547,1.849,1.471,2.429,2.378,1.660,1.490,1.124,2.373,1.512,1.586,0.459,1.934,1.678,1.869,1.955,3.243,1.899,1.817,2.420,1.509
Positive,425.1792414,771.37885,0.992,1.104,1.201,0.982,0.721,0.753,1.713,1.314,1.053,0.167,1.330,3.160,3.400,4.410,2.880,2.158,1.765,2.543,3.033,3.322,1.379,2.697,3.527,3.508,2.242,1.797,1.688,2.007,2.213,2.612,0.385,2.141,2.945,2.383,7.420,2.697,1.515,1.699,3.406,1.208
Positive,425.1779809,733.8061317,1.195,1.481,1.244,0.666,0.414,1.229,1.576,1.025,1.000,0.170,0.930,3.060,3.970,2.350,2.110,0.563,1.475,3.215,2.324,1.834,1.599,2.386,1.560,1.878,2.944,1.307,1.043,1.535,2.330,1.895,0.392,1.533,2.164,1.372,4.095,2.331,0.988,1.577,2.251,0.961
Positive,422.2376094,234.5889406,0.215,1.057,1.526,0.592,1.610,1.906,1.493,0.589,0.098,0.914,0.690,2.000,5.850,4.390,5.150,4.785,1.219,2.096,1.634,1.657,2.385,4.399,7.152,7.568,5.082,3.207,1.168,4.724,2.402,2.367,2.229,7.899,7.294,0.424,2.902,5.926,1.827,1.229,6.483,0.493
Positive,420.2215861,733.7969297,1.611,1.412,0.993,0.594,0.390,1.524,1.322,0.855,0.999,0.300,0.870,2.940,2.080,2.070,1.300,1.467,1.833,1.363,1.238,1.238,1.883,2.407,2.075,1.707,1.938,1.665,1.134,1.427,1.643,1.581,0.692,1.499,1.810,1.354,2.824,2.963,1.085,1.450,1.593,0.963
Positive,420.221416,771.5778389,1.303,1.192,0.945,0.870,0.691,0.927,1.706,1.112,1.021,0.234,1.300,3.480,2.640,2.920,2.200,1.661,2.295,2.373,1.981,2.161,1.437,1.912,2.672,2.234,1.609,2.614,1.438,1.571,1.930,1.731,0.572,1.398,1.760,1.494,3.981,3.666,0.824,1.003,2.148,1.262
Positive,416.9181813,60.25265548,1.005,1.151,1.302,0.764,0.778,0.835,1.342,1.226,1.437,0.159,1.390,1.690,1.440,1.720,1.530,1.741,1.211,1.470,1.309,1.976,2.125,2.887,2.735,2.306,1.964,1.430,1.363,1.711,1.043,1.477,0.575,2.458,2.606,1.600,2.990,2.224,1.267,2.105,1.317,1.826
Positive,416.2096012,499.251923,0.767,1.520,1.300,0.371,1.041,0.561,0.895,1.823,1.673,0.047,0.790,2.230,0.980,1.620,2.000,0.998,2.497,3.319,3.288,3.088,1.233,1.540,1.606,2.086,1.182,3.404,1.437,3.034,1.306,1.691,0.259,1.636,1.958,2.548,2.481,1.259,1.081,1.356,2.244,1.054
Positive,415.2053808,499.2736997,0.987,0.819,1.330,0.787,1.077,0.952,0.920,1.658,1.215,0.256,0.860,1.440,0.960,1.560,1.890,2.688,1.896,3.455,1.910,3.016,1.355,1.629,1.885,1.375,1.180,2.403,1.583,1.234,1.592,1.643,0.419,1.439,1.943,2.025,2.416,1.938,1.210,1.408,1.754,1.215
Positive,408.5133047,1449.47159,1.085,1.599,1.031,0.830,0.455,1.506,0.786,1.686,0.829,0.193,0.820,1.520,2.490,1.430,1.180,1.103,1.816,1.027,1.643,1.701,2.394,0.862,1.335,1.426,1.975,1.810,1.648,2.460,3.166,1.351,0.528,1.729,2.270,0.745,2.784,2.624,1.419,2.055,1.900,1.654
Positive,407.1477135,431.9315649,0.000,2.007,0.000,2.993,0.000,1.555,1.090,0.345,2.010,0.000,0.000,0.380,0.000,5.950,1.930,0.023,0.546,17.896,4.076,1.059,1.577,1.728,2.700,0.000,0.024,1.003,0.548,3.567,0.000,0.000,0.154,0.535,2.405,0.178,1.399,0.622,0.340,0.382,0.000,0.000
Positive,405.2629209,1570.930057,0.000,1.290,1.870,1.840,0.000,0.000,2.056,0.000,1.541,1.403,0.000,2.450,0.050,10.430,8.020,0.629,4.173,11.586,6.003,2.083,0.801,10.234,3.942,2.255,0.000,0.650,0.000,0.586,0.488,0.274,0.100,0.000,3.359,0.000,0.000,0.000,0.000,1.380,0.000,0.000
Positive,405.1357406,277.8791863,0.490,0.926,1.188,1.256,1.140,1.423,1.342,0.949,1.111,0.175,1.280,1.530,2.690,2.590,2.540,1.063,1.357,1.836,0.554,2.574,2.430,2.213,1.888,1.500,0.694,0.991,1.239,1.659,0.649,1.312,0.084,1.004,1.134,0.797,3.097,2.435,1.203,1.992,3.903,0.720
Positive,405.1498035,430.5027764,1.001,1.192,0.940,0.863,1.004,0.805,1.248,1.357,1.547,0.043,1.440,0.330,2.580,6.030,4.170,1.743,1.329,12.807,4.386,1.922,2.171,2.501,2.472,2.060,1.175,3.418,0.944,1.114,0.866,2.677,0.170,0.956,1.960,1.342,1.969,1.101,0.724,0.517,1.326,0.686
Positive,148.0476104,361.8992041,1.092,0.929,1.223,1.108,0.648,3.647,0.361,0.358,0.000,0.633,0.490,0.000,0.610,0.000,0.350,0.999,1.821,0.000,0.000,0.000,1.437,0.046,0.832,7.121,0.058,0.879,0.062,0.149,0.319,1.753,0.021,0.683,0.324,0.000,2.090,1.980,1.671,0.000,1.003,0.023
Positive,399.1624494,314.2554613,1.538,0.729,1.799,0.616,0.317,1.016,1.305,1.609,0.916,0.154,0.710,1.710,2.470,2.520,1.650,4.821,4.191,2.569,1.524,4.194,1.395,2.006,1.514,1.708,0.531,3.355,2.054,1.477,2.505,2.712,0.806,0.791,3.123,1.946,2.411,4.061,0.528,1.589,4.421,0.302
Positive,397.2175725,525.4511468,0.000,0.770,0.000,2.945,1.285,0.000,2.918,0.000,2.082,0.000,0.070,0.000,1.080,0.510,0.000,0.148,0.000,0.000,0.362,3.992,0.000,2.055,0.000,0.000,15.259,1.217,1.173,0.000,0.087,4.742,0.000,0.000,0.000,0.000,9.563,14.469,4.111,0.000,3.434,1.006
Positive,396.1450978,434.8018593,3.057,0.119,0.000,0.931,0.893,0.355,2.781,0.000,0.000,1.864,1.730,1.020,0.440,4.150,3.440,0.897,0.056,0.681,4.339,2.425,3.188,1.878,1.476,1.360,2.763,1.132,2.042,0.067,1.139,0.042,1.165,0.785,0.168,0.000,3.057,4.717,0.000,2.224,0.822,1.210
Positive,395.186146,438.8021739,0.682,0.553,2.015,0.121,1.629,0.093,2.616,1.515,0.729,0.046,1.620,3.470,1.980,3.810,3.900,3.588,6.315,23.522,1.915,6.606,5.844,3.737,13.298,3.084,2.287,3.685,1.592,2.123,1.737,3.538,0.792,3.425,4.163,2.251,2.272,1.805,2.301,4.802,6.037,2.651
Positive,391.5885025,434.961222,0.703,0.000,1.189,2.991,0.117,0.862,1.235,0.143,1.627,1.133,0.930,4.040,0.000,5.030,10.170,1.399,3.331,12.931,13.950,5.481,0.225,0.174,6.806,4.405,4.385,2.413,2.146,2.365,1.351,2.676,0.132,0.036,4.848,1.197,1.384,0.000,0.000,3.221,0.362,1.367
Positive,147.0444287,297.0072774,0.855,1.019,1.311,0.995,0.820,0.886,1.339,1.308,1.342,0.126,1.710,1.540,1.540,1.440,1.840,0.472,1.166,1.408,1.175,1.570,2.289,2.412,1.959,1.672,1.774,1.330,1.189,1.338,1.307,1.483,0.297,1.938,1.510,1.518,2.632,1.530,1.333,1.315,1.955,1.509
Positive,388.1593472,485.8887301,1.063,1.429,1.553,0.122,0.834,2.000,0.973,1.391,0.444,0.192,1.420,3.290,2.490,2.230,1.620,1.805,1.949,2.740,1.851,1.605,1.751,1.835,1.633,2.310,1.740,2.275,1.448,1.837,1.328,2.264,0.440,1.844,2.088,2.706,2.807,4.343,1.897,1.252,4.833,0.489
Positive,388.1591916,508.3259371,1.146,1.055,1.321,0.505,0.974,1.138,1.586,1.301,0.787,0.188,1.040,1.930,1.240,1.660,1.310,2.584,1.482,2.454,2.122,1.635,2.275,2.075,0.914,2.332,2.403,2.010,2.147,1.370,1.757,1.730,0.793,1.461,1.971,1.873,2.595,2.439,1.058,1.638,2.139,1.504
